file,s1,s2,b1,b2,percDif
one/one1007.gcg,188,279,1,2,38.97216274089936
one/one3610.gcg,246,265,2,2,7.436399217221135
one/one5261.gcg,320,270,3,2,16.94915254237288
one/one3604.gcg,203,411,1,4,67.75244299674267
one/one5275.gcg,252,341,2,3,30.016863406408095
one/one1013.gcg,266,210,2,1,23.52941176470588
one/one831.gcg,382,354,2,1,7.608695652173914
one/one49.gcg,308,232,2,2,28.14814814814815
one/one1775.gcg,169,305,0,3,57.383966244725734
one/one5513.gcg,371,239,3,2,43.278688524590166
one/one3162.gcg,263,305,2,3,14.788732394366196
one/one3189.gcg,351,279,4,2,22.857142857142858
one/one2297.gcg,245,293,2,2,17.843866171003718
one/one602.gcg,305,283,3,2,7.482993197278912
one/one1946.gcg,242,239,2,1,1.2474012474012475
one/one6797.gcg,314,261,3,2,18.434782608695652
one/one164.gcg,258,263,2,2,1.9193857965451053
one/one3837.gcg,321,292,3,3,9.461663947797716
one/one4180.gcg,242,195,2,0,21.51029748283753
one/one3823.gcg,319,177,3,0,57.25806451612904
one/one4194.gcg,199,344,1,3,53.40699815837937
one/one6783.gcg,301,339,3,3,11.875
one/one170.gcg,256,372,2,3,36.94267515923567
one/one616.gcg,264,338,2,3,24.58471760797342
one/one1952.gcg,338,285,3,2,17.014446227929376
one/one2283.gcg,336,220,3,1,41.726618705035975
one/one4802.gcg,315,239,3,2,27.436823104693143
one/one6973.gcg,294,234,3,1,22.727272727272727
one/one158.gcg,307,310,3,3,0.9724473257698543
one/one6967.gcg,284,327,1,3,14.075286415711949
one/one4816.gcg,330,248,3,2,28.373702422145332
one/one1239.gcg,248,318,2,3,24.73498233215548
one/one6556.gcg,348,273,4,2,24.154589371980677
one/one2730.gcg,338,195,3,1,53.65853658536586
one/one4341.gcg,234,354,2,3,40.816326530612244
one/one4427.gcg,271,195,2,1,32.61802575107296
one/one3348.gcg,300,257,2,2,15.439856373429084
one/one2056.gcg,319,299,3,3,6.472491909385113
one/one5739.gcg,202,252,1,1,22.026431718061673
one/one6230.gcg,248,282,2,2,12.830188679245284
one/one6224.gcg,337,139,3,0,83.19327731092437
one/one4433.gcg,306,346,2,3,12.269938650306749
one/one2042.gcg,328,267,3,2,20.504201680672267
one/one2724.gcg,261,321,2,3,20.618556701030926
one/one4355.gcg,332,260,3,2,24.324324324324326
one/one6542.gcg,329,309,3,3,6.269592476489027
one/one5063.gcg,246,304,1,3,21.09090909090909
one/one3412.gcg,291,217,2,1,29.133858267716533
one/one1205.gcg,273,268,2,2,1.8484288354898337
one/one399.gcg,270,306,2,3,12.5
one/one1563.gcg,264,319,2,3,18.867924528301888
one/one3374.gcg,254,216,2,1,16.170212765957448
one/one5705.gcg,164,286,0,2,54.22222222222223
one/one3360.gcg,335,313,3,3,6.790123456790123
one/one5711.gcg,309,271,3,2,13.10344827586207
one/one6218.gcg,209,240,0,2,13.808463251670378
one/one1577.gcg,375,178,4,0,71.24773960216999
one/one1211.gcg,191,245,0,2,24.770642201834864
one/one5077.gcg,225,249,1,2,10.126582278481013
one/one2718.gcg,265,368,2,4,32.5434439178515
one/one3406.gcg,348,247,3,2,33.94957983193277
one/one4369.gcg,224,300,1,3,29.00763358778626
one/one4382.gcg,250,248,2,2,0.8032128514056224
one/one366.gcg,281,275,2,2,2.158273381294964
one/one6595.gcg,222,366,1,3,48.97959183673469
one/one400.gcg,306,311,3,3,1.6207455429497568
one/one2095.gcg,257,252,2,2,1.9646365422396856
